Name of Institution,Street Address,City,ZIP Code,County,Location 1
Ballston Spa National Bank,770 Saratoga Road,Burnt Hills,12027,Saratoga,"770 Saratoga Road
Burnt Hills, NY 12027
(42.904654, -73.902976)"
Ballston Spa National Bank,1714 Route 9,Clifton Park,12065,Saratoga,"1714 Route
Clifton Park, NY 12065"
Ballston Spa National Bank,5091 Sacandaga Road,Galway,12074,Saratoga,"5091 Sacandaga Road
Galway, NY 12074
(43.012781, -74.030698)"
Ballston Spa National Bank,3060 Route 9N,Greenfield Center,12833,Saratoga,"3060 Route 9 N
Greenfield Center, NY 12833
(43.126215, -73.846427)"
Ballston Spa National Bank,1207 Troy Schenectady Road,Latham,12110,Albany,"1207 Troy Schenectady Road
Latham, NY 12110
(42.772131, -73.823505)"
Ballston Spa National Bank,428 Hudson Avenue,Mechanicville,12118,Saratoga,"428 Hudson Avenue
Mechanicville, NY 12118
(42.929714, -73.667535)"
Ballston Spa National Bank,625 Maple Avenue,Saratoga Springs,12866,Saratoga,"625 Maple Avenue
Saratoga Springs, NY 12866
(43.119908, -73.768992)"
Ballston Spa National Bank,13 MAPLE ROAD,VOORHEESVILLE,12186,Albany,"13 MAPLE ROAD
VOORHEESVILLE, NY 12186
(42.649418, -73.92292)"
Banco Popular North America,1046 Southern Boulevard,Bronx,10459,Bronx,"1046 Southern Boulevard
Bronx, NY 10459
(40.824175, -73.8919)"
Banco Popular North America,1170 Castle Hill Avenue,Bronx,10462,Bronx,"1170 Castle Hill Avenue
Bronx, NY 10462
(40.831651, -73.850977)"
Banco Popular North America,752 East Tremont Avenue,Bronx,10457,Bronx,"752 East Tremont Avenue
Bronx, NY 10457
(40.844483, -73.889243)"
Banco Popular North America,2923 Third Avenue,Bronx,10455,Bronx,"2923 Third Avenue
Bronx, NY 10455
(40.817392, -73.915769)"
Banco Popular North America,301 Fordham Road,Bronx,10458,Bronx,"301 Fordham Road
Bronx, NY 10458
(40.862209, -73.894621)"
Banco Popular North America,1620 Pitkin Avenue,Brooklyn,11212,Kings,"1620 Pitkin Avenue
Brooklyn, NY 11212
(40.669224, -73.913853)"
Banco Popular North America,52-16th Fifth Avenue,Brooklyn,11220,Kings,"52 16th Fifth Avenue
Brooklyn, NY 11220
(40.681365, -73.977107)"
Banco Popular North America,1230 Fulton Street,Brooklyn,11216,Kings,"1230 Fulton Street
Brooklyn, NY 11216
(40.680486, -73.951304)"
Banco Popular North America,66 Court Street,Brooklyn,11201,Kings,"66 Court Street
Brooklyn, NY 11201
(40.691797, -73.991353)"
Banco Popular North America,3851 Nostrand Avenue,Brooklyn,11235,Kings,"3851 Nostrand Avenue
Brooklyn, NY 11235
(40.58996, -73.939822)"
Banco Popular North America,166 Livingston Street,Brooklyn,11201,Kings,"166 Livingston Street
Brooklyn, NY 11201
(40.690247, -73.987319)"
Banco Popular North America,956 Flatbush Avenue,Brooklyn,11226,Kings,"956 Flatbush Avenue
Brooklyn, NY 11226
(40.648081, -73.958177)"
Banco Popular North America,2095 Ralph Avenue,Brooklyn,11234,Kings,"2095 Ralph Avenue
Brooklyn, NY 11234
(40.626155, -73.917899)"
Banco Popular North America,15 Graham Avenue,Brooklyn,11205,Kings,"15 Graham Avenue
Brooklyn, NY 11205
(40.701898, -73.942305)"
Banco Popular North America,1619 Sheepshead Bay Road,Brooklyn,11235,Kings,"1619 Sheepshead Bay Road
Brooklyn, NY 11235
(40.586977, -73.952687)"
Banco Popular North America,35-30 Junction Boulevard,Corona,11368,Queens,"35 30 Junction Boulevard
Corona, NY 11368"
Banco Popular North America,83-22 Baxter Avenue,Elmhurst,11373,Queens,"83 22 Baxter Avenue
Elmhurst, NY 11373"
Banco Popular North America,28-36 Steinway Street,Long Island City,11103,Queens,"28 36 Steinway Street
Long Island City, NY 11103"
Banco Popular North America,90 West 96th Street,New York,10025,New York,"90 West 96th Street
New York, NY 10025
(40.792737, -73.96723)"
Banco Popular North America,615 West 181 Street,New York,10033,New York,"615 West 181 Street
New York, NY 10033
(40.849595, -73.934384)"
Banco Popular North America,134 Delancy Street,New York,10002,New York,"134 Delancy Street
New York, NY 10002
(40.718329, -73.987225)"
Banco Popular North America,231 West 125th Street,New York,10027,New York,"231 West 125th Street
New York, NY 10027
(40.809537, -73.949661)"
Banco Popular North America,164 East 116th Street,New York,10029,New York,"164 East 116th Street
New York, NY 10029
(40.79843, -73.941159)"
Banco Popular North America,1200 St. Nicholas Avenue,New York,10032,New York,"1200 St Nicholas Avenue
New York, NY 10032
(40.842452, -73.938723)"
Banco Popular North America,180 Dyckman Street,New York,10040,New York,"180 Dyckman Street
New York, NY 10040
(40.864351, -73.926515)"
Banco Popular North America,310 Houston Street,New York,10002,New York,"310 Houston Street
New York, NY 10002
(40.721401, -73.983333)"
Banco Popular North America,11 West 51st Street,New York,10019,New York,"11 West 51st Street
New York, NY 10019
(40.759602, -73.97777)"
Banco Popular North America,875 Third Avenue,New York,10022,New York,"875 Third Avenue
New York, NY 10022
(40.757398, -73.969602)"
Banco Popular North America,441 Second Avenue,New York,10010,New York,"441 Second Avenue
New York, NY 10010
(40.739343, -73.979828)"
Banco Popular North America,2812 Broadway,New York,10025,New York,"2812 Broadway
New York, NY 10025
(40.803326, -73.967196)"
Banco Popular North America,3540 Broadway,New York,10031,New York,"3540 Broadway
New York, NY 10031
(40.826208, -73.950479)"
Banco Popular North America,285 Madison Avenue,New York,10014,New York,"285 Madison Avenue
New York, NY 10014
(40.751686, -73.980096)"
Banco Popular North America,375 Park Avenue South,New York,10010,New York,"375 Park Avenue South
New York, NY 10010
(40.741809, -73.98512)"
Banco Popular North America,918 Seneca Avenue,Ridgewood,11385,Queens,"918 Seneca Avenue
Ridgewood, NY 11385
(40.700362, -73.903566)"
Bank of Akron,46 Main Street,Akron,14001,Erie,"46 Main Street
Akron, NY 14001
(43.020156, -78.500823)"
Bank of Akron,77 Buell Street,Akron,14001,Erie,"77 Buell Street
Akron, NY 14001
(43.013441, -78.502518)"
Bank of Akron,986 Bloomingdale Road,Basom,14013,Erie,"986 Bloomingdale Road
Basom, NY 14013
(43.067478, -78.416513)"
Bank of Akron,9865 Main Street,Clarence,14031,Erie,"9865 Main Street
Clarence, NY 14031
(42.975378, -78.62113)"
Bank of Akron,9470 Clarence Center Road,Clarence Center,14032,Erie,"9470 Clarence Center Road
Clarence Center, NY 14032
(43.010388, -78.636816)"
Bank of Akron,3619 Walden Avenue,Lancaster,14086,Erie,"3619 Walden Avenue
Lancaster, NY 14086
(42.915798, -78.671982)"
Bank of America N.A. GA1-006-15-40,69 State Street,Albany,12201,Albany,"69 State Street
Albany, NY 12201
(42.649683, -73.752402)"
Bank of America N.A. GA1-006-15-40,900 Central & Colvin Avenue,Albany,12206,Albany,"900 Central &amp; Colvin Avenue
Albany, NY 12206
(42.680817, -73.790872)"
Bank of America N.A. GA1-006-15-40,33 New Scotland Avenue,Albany,12208,Albany,"33 New Scotland Avenue
Albany, NY 12208
(42.653639, -73.773449)"
Bank of America N.A. GA1-006-15-40,1791 Western Avenue,Albany,12203,Albany,"1791 Western Avenue
Albany, NY 12203
(42.690206, -73.866231)"
Bank of America N.A. GA1-006-15-40,133 Wolf Road,Albany,12205,Albany,"133 Wolf Road
Albany, NY 12205
(42.718792, -73.806114)"
Bank of America N.A. GA1-006-15-40,1450 Western Avenue,Albany,12203,Albany,"1450 Western Avenue
Albany, NY 12203
(42.680963, -73.837258)"
Bank of America N.A. GA1-006-15-40,156 South Main Street,Albion,14411,Orleans,"156 South Main Street
Albion, NY 14411
(43.242437, -78.193868)"
Bank of America N.A. GA1-006-15-40,401 Main Street,Armonk,10504,Westchester,"401 Main Street
Armonk, NY 10504
(41.1259, -73.714015)"
Bank of America N.A. GA1-006-15-40,19-50 37th Street,Astoria,11105,Queens,"19 50 37th Street
Astoria, NY 11105"
Bank of America N.A. GA1-006-15-40,31-81 Steinway Avenue,Astoria,11103,Queens,"31 81 Steinway Avenue
Astoria, NY 11103"
Bank of America N.A. GA1-006-15-40,2300 Grand Avenue,Baldwin,11510,Nassau,"2300 Grand Avenue
Baldwin, NY 11510
(40.654826, -73.61041)"
Bank of America N.A. GA1-006-15-40,100 Main Street,Batavia,14020,Genesee,"100 Main Street
Batavia, NY 14020
(42.997411, -78.182211)"
Bank of America N.A. GA1-006-15-40,4239 Bell Boulevard,Bayside,11361,Queens,"4239 Bell Boulevard
Bayside, NY 11361
(40.761671, -73.770058)"
Bank of America N.A. GA1-006-15-40,521 Stewart Avenue,Bethpage,11714,Nassau,"521 Stewart Avenue
Bethpage, NY 11714
(40.743428, -73.481827)"
Bank of America N.A. GA1-006-15-40,River Avenue,Bronx,10451,Bronx,
Bank of America N.A. GA1-006-15-40,193 West 237th Street,Bronx,10463,Bronx,"193 West 237th Street
Bronx, NY 10463
(40.88406, -73.899992)"
Bank of America N.A. GA1-006-15-40,299 East 204th Street,Bronx,10467,Bronx,"299 East 204th Street
Bronx, NY 10467
(40.873077, -73.878643)"
Bank of America N.A. GA1-006-15-40,248 East Fordham Road,Bronx,10458,Bronx,"248 East Fordham Road
Bronx, NY 10458
(40.862221, -73.895666)"
Bank of America N.A. GA1-006-15-40,1500 Westchester Avenue,Bronx,10472,Bronx,"1500 Westchester Avenue
Bronx, NY 10472
(40.828531, -73.879759)"
Bank of America N.A. GA1-006-15-40,4361 Katonah Avenue,Bronx,10470,Bronx,"4361 Katonah Avenue
Bronx, NY 10470
(40.900755, -73.867789)"
Bank of America N.A. GA1-006-15-40,329A East 149th Street,Bronx,10451,Bronx,"329A East 149th Street
Bronx, NY 10451
(40.81685, -73.920463)"
Bank of America N.A. GA1-006-15-40,3424 Jerome Avenue,Bronx,10467,Bronx,"3424 Jerome Avenue
Bronx, NY 10467
(40.881262, -73.882855)"
Bank of America N.A. GA1-006-15-40,2136 Bartow Avenue,Bronx,10475,Bronx,"2136 Bartow Avenue
Bronx, NY 10475
(40.869358, -73.825545)"
Bank of America N.A. GA1-006-15-40,1620 Westchester Avenue,Bronx,10472,Bronx,"1620 Westchester Avenue
Bronx, NY 10472
(40.829593, -73.874313)"
Bank of America N.A. GA1-006-15-40,700 Allerton Avenue,Bronx,10467,Bronx,"700 Allerton Avenue
Bronx, NY 10467
(40.865437, -73.867118)"
Bank of America N.A. GA1-006-15-40,65 Metropolitan Oval,Bronx,10462,Bronx,"65 Metropolitan Oval
Bronx, NY 10462
(40.837609, -73.860585)"
Bank of America N.A. GA1-006-15-40,50 West Fordham Road,Bronx,10468,Bronx,"50 West Fordham Road
Bronx, NY 10468
(40.86276, -73.903837)"
Bank of America N.A. GA1-006-15-40,2198 White Plains Road,Bronx,10462,Bronx,"2198 White Plains Road
Bronx, NY 10462
(40.856464, -73.867667)"
Bank of America N.A. GA1-006-15-40,200 East 161st Street,Bronx,10451,Bronx,"200 East 161st Street
Bronx, NY 10451
(40.826068, -73.919996)"
Bank of America N.A. GA1-006-15-40,386 Knickerbocker Avenue,Brooklyn,11237,Kings,"386 Knickerbocker Avenue
Brooklyn, NY 11237
(40.700105, -73.920639)"
Bank of America N.A. GA1-006-15-40,4701 13th Avenue,Brooklyn,11219,Kings,"4701 13th Avenue
Brooklyn, NY 11219
(40.636073, -73.991038)"
Bank of America N.A. GA1-006-15-40,266 Broadway,Brooklyn,11211,Kings,"266 Broadway
Brooklyn, NY 11211
(40.708809, -73.959076)"
Bank of America N.A. GA1-006-15-40,1415 Avenue Z,Brooklyn,11235,Kings,"1415 Avenue
Brooklyn, NY 11235
(40.59004, -73.9551)"
Bank of America N.A. GA1-006-15-40,880 Quincy Street,Brooklyn,11221,Kings,"880 Quincy Street
Brooklyn, NY 11221
(40.690047, -73.923877)"
Bank of America N.A. GA1-006-15-40,515 Ocean Avenue,Brooklyn,11226,Kings,"515 Ocean Avenue
Brooklyn, NY 11226
(40.650256, -73.961033)"
Bank of America N.A. GA1-006-15-40,534 5th Avenue,Brooklyn,11215,Kings,"534 5th Avenue
Brooklyn, NY 11215
(40.666033, -73.988917)"
Bank of America N.A. GA1-006-15-40,2022 Avenue U,Brooklyn,11229,Kings,"2022 Avenue
Brooklyn, NY 11229
(40.599472, -73.950586)"
Bank of America N.A. GA1-006-15-40,7923 3rd Avenue,Brooklyn,11209,Kings,"7923 3rd Avenue
Brooklyn, NY 11209
(40.627966, -74.029218)"
Bank of America N.A. GA1-006-15-40,274 7th Avenue,Brooklyn,11215,Kings,"274 7th Avenue
Brooklyn, NY 11215
(40.668511, -73.980223)"
Bank of America N.A. GA1-006-15-40,1502 Kings Highway,Brooklyn,11229,Kings,"1502 Kings Highway
Brooklyn, NY 11229
(40.608781, -73.958224)"
Bank of America N.A. GA1-006-15-40,6601 18th Avenue,Brooklyn,11204,Kings,"6601 18th Avenue
Brooklyn, NY 11204
(40.618527, -73.990788)"
Bank of America N.A. GA1-006-15-40,1580 Flatbush Avenue,Brooklyn,11210,Kings,"1580 Flatbush Avenue
Brooklyn, NY 11210
(40.632268, -73.947076)"
Bank of America N.A. GA1-006-15-40,781 Eastern Parkway,Brooklyn,11213,Kings,"781 Eastern Parkway
Brooklyn, NY 11213
(40.669621, -73.942431)"
Bank of America N.A. GA1-006-15-40,120 Flatbush Avenue,Brooklyn,11217,Kings,"120 Flatbush Avenue
Brooklyn, NY 11217
(40.685052, -73.978201)"
Bank of America N.A. GA1-006-15-40,350 Fulton Street,Brooklyn,11201,Queens,"350 Fulton Street
Brooklyn, NY 11201
(40.691879, -73.988398)"
Bank of America N.A. GA1-006-15-40,438 86th Street,Brooklyn,11209,Kings,"438 86th Street
Brooklyn, NY 11209
(40.622179, -74.02735)"
Bank of America N.A. GA1-006-15-40,642 Gateway Drive,Brooklyn,11239,Kings,"642 Gateway Drive
Brooklyn, NY 11239"
Bank of America N.A. GA1-006-15-40,826 Manhattan Avenue,Brooklyn,11222,Kings,"826 Manhattan Avenue
Brooklyn, NY 11222
(40.72852, -73.953479)"
Bank of America N.A. GA1-006-15-40,2915 Stillwell Avenue,Brooklyn,11224,Kings,"2915 Stillwell Avenue
Brooklyn, NY 11224
(40.57629, -73.981402)"
Bank of America N.A. GA1-006-15-40,205 Montague Street,Brooklyn,11201,Kings,"205 Montague Street
Brooklyn, NY 11201
(40.693911, -73.991031)"
Bank of America N.A. GA1-006-15-40,6901 5th Avenue,Brooklyn,11209,Kings,"6901 5th Avenue
Brooklyn, NY 11209
(40.633284, -74.021087)"
Bank of America N.A. GA1-006-15-40,47 Graham Avenue,Brooklyn,11206,Kings,"47 Graham Avenue
Brooklyn, NY 11206
(40.703218, -73.942527)"
Bank of America N.A. GA1-006-15-40,449 Myrtle Avenue,Brooklyn,11205,Kings,"449 Myrtle Avenue
Brooklyn, NY 11205
(40.693272, -73.96747)"
Bank of America N.A. GA1-006-15-40,501 Brighton Beach Avenue,Brookyn,11235,Kings,"501 Brighton Beach Avenue
Brookyn, NY 11235
(40.577447, -73.962219)"
Bank of America N.A. GA1-006-15-40,2221 Seneca Street,Buffalo,14210,Erie,"2221 Seneca Street
Buffalo, NY 14210
(42.852501, -78.806405)"
Bank of America N.A. GA1-006-15-40,164 Military Road,Buffalo,14207,Erie,"164 Military Road
Buffalo, NY 14207
(42.941139, -78.892)"
Bank of America N.A. GA1-006-15-40,1452 Hertel Avenue,Buffalo,14216,Erie,"1452 Hertel Avenue
Buffalo, NY 14216
(42.947683, -78.854261)"
Bank of America N.A. GA1-006-15-40,10 Fountain Plaza,Buffalo,14202,Erie,"10 Fountain Plaza
Buffalo, NY 14202
(42.888807, -78.87433)"
Bank of America N.A. GA1-006-15-40,1989 South Park Avenue,Buffalo,14220,Erie,"1989 South Park Avenue
Buffalo, NY 14220
(42.844414, -78.823728)"
Bank of America N.A. GA1-006-15-40,2389 Fillmore Avenue,Buffalo,14214,Erie,"2389 Fillmore Avenue
Buffalo, NY 14214
(42.938901, -78.83922)"
Bank of America N.A. GA1-006-15-40,1171 East Delavan Avenue,Buffalo,14215,Erie,"1171 East Delavan Avenue
Buffalo, NY 14215
(42.922663, -78.813459)"
Bank of America N.A. GA1-006-15-40,495 Elmwood Avenue,Buffalo,14222,Erie,"495 Elmwood Avenue
Buffalo, NY 14222
(42.910594, -78.877091)"
Bank of America N.A. GA1-006-15-40,5345 West Genessee Street,Camillius,13031,Onondaga,"5345 West Genessee Street
Camillius, NY 13031
(43.041123, -76.272686)"
Bank of America N.A. GA1-006-15-40,185 Wheeler Road,Central Islip,11722,Suffolk,"185 Wheeler Road
Central Islip, NY 11722
(40.802573, -73.212344)"
Bank of America N.A. GA1-006-15-40,91 South Greeley Avenue,Chappaqua,10514,Westchester,"91 South Greeley Avenue
Chappaqua, NY 10514
(41.15777, -73.772955)"
Bank of America N.A. GA1-006-15-40,3838 Harlem Road,Cheektowaga,14215,Erie,"3838 Harlem Road
Cheektowaga, NY 14215
(42.948084, -78.784074)"
Bank of America N.A. GA1-006-15-40,5834 East Circle Drive,Cicero,13039,Onondaga,"5834 East Circle Drive
Cicero, NY 13039
(43.147472, -76.120101)"
Bank of America N.A. GA1-006-15-40,1 Clifton Country Road,Clifton Park,12065,Saratoga,"1 Clifton Country Road
Clifton Park, NY 12065
(42.862192, -73.781)"
Bank of America N.A. GA1-006-15-40,14-15 College Point Boulevard,College Point,11356,Queens,"14 15 College Point Boulevard
College Point, NY 11356"
Bank of America N.A. GA1-006-15-40,41 Veterans Memorial Highway,Commack,11725,Suffolk,"41 Veterans Memorial Highway
Commack, NY 11725
(40.8417, -73.287477)"
Bank of America N.A. GA1-006-15-40,1283 Sunrise Highway,Copiague,11726,Suffolk,"1283 Sunrise Highway
Copiague, NY 11726
(40.693376, -73.394679)"
Bank of America N.A. GA1-006-15-40,25 Quaker Avenue,Cornwall,12518,Orange,"25 Quaker Avenue
Cornwall, NY 12518
(41.434558, -74.038105)"
Bank of America N.A. GA1-006-15-40,"2042 Albany Post Road, Suite 8",Croton-on-Hudson,10520,Westchester,"2042 Albany Post Road
Croton-on-Hudson, NY 10520
(41.235799, -73.916861)"
Bank of America N.A. GA1-006-15-40,1979 Deer Park Avenue,Deer Park,11729,Suffolk,"1979 Deer Park Avenue
Deer Park, NY 11729
(40.76539, -73.33078)"
Bank of America N.A. GA1-006-15-40,111 Delaware Avenue,Delmar,12054,Albany,"111 Delaware Avenue
Delmar, NY 12054
(42.629292, -73.809266)"
Bank of America N.A. GA1-006-15-40,5091 Broadway,Depew,14043,Erie,"5091 Broadway
Depew, NY 14043
(42.901484, -78.68592)"
Bank of America N.A. GA1-006-15-40,600 Dick Road,Depew,14043,Erie,"600 Dick Road
Depew, NY 14043
(42.919653, -78.738207)"
Bank of America N.A. GA1-006-15-40,709 Old Country Road,Dix Hills,11746,Suffolk,"709 Old Country Road
Dix Hills, NY 11746
(40.831506, -73.358626)"
Bank of America N.A. GA1-006-15-40,670 Main Street,East Aurora,14052,Erie,"670 Main Street
East Aurora, NY 14052
(42.767843, -78.609488)"
Bank of America N.A. GA1-006-15-40,14 Newtown Lane,East Hampton,11937,Suffolk,"14 Newtown Lane
East Hampton, NY 11937
(40.963917, -72.185559)"
Bank of America N.A. GA1-006-15-40,345 East Main Street,East Islip,11730,Suffolk,"345 East Main Street
East Islip, NY 11730
(40.734395, -73.175867)"
Bank of America N.A. GA1-006-15-40,2443 Hempstead Turnpike,East Meadow,11554,Nassau,"2443 Hempstead Turnpike
East Meadow, NY 11554
(40.724762, -73.545467)"
Bank of America N.A. GA1-006-15-40,385 Larkfield Road,East Northport,11731,Suffolk,"385 Larkfield Road
East Northport, NY 11731
(40.868357, -73.322151)"
Bank of America N.A. GA1-006-15-40,15 Bennetts Road,East Setauket,11733,Suffolk,"15 Bennetts Road
East Setauket, NY 11733
(40.929502, -73.115035)"
Bank of America N.A. GA1-006-15-40,Canal and Main Street,Ellenville,12428,Ulster,"Canal
Ellenville, NY 12428"
Bank of America N.A. GA1-006-15-40,89-01 Queens Boulevard,Elmhurst,11373,Queens,"89 01 Queens Boulevard
Elmhurst, NY 11373"
Bank of America N.A. GA1-006-15-40,1431 Hempstead Turnpike,Elmont,11003,Nassau,"1431 Hempstead Turnpike
Elmont, NY 11003
(40.707432, -73.693771)"
Bank of America N.A. GA1-006-15-40,58 South Main Street,Fairport,14450,Monroe,"58 South Main Street
Fairport, NY 14450
(43.099955, -77.441945)"
Bank of America N.A. GA1-006-15-40,901 Broad Hollow Road,Farmingdale,11735,Nassau,"901 Broad Hollow Road
Farmingdale, NY 11735
(40.726703, -73.423804)"
Bank of America N.A. GA1-006-15-40,6801 East Genesee Street,Fayetteville,13066,Onondaga,"6801 East Genesee Street
Fayetteville, NY 13066
(43.030836, -76.051601)"
Bank of America N.A. GA1-006-15-40,141-61 Northern Boulevard,Flushing,11354,Queens,"141 61 Northern Boulevard
Flushing, NY 11354"
Bank of America N.A. GA1-006-15-40,4201 Main Street,Flushing,11355,Queens,"4201 Main Street
Flushing, NY 11355
(40.755103, -73.828166)"
Bank of America N.A. GA1-006-15-40,3912 Main Street,Flushing,11354,Queens,"3912 Main Street
Flushing, NY 11354
(40.75983, -73.830263)"
Bank of America N.A. GA1-006-15-40,10726 Continental Avenue,Forest Hills,11375,Queens,"10726 Continental Avenue
Forest Hills, NY 11375
(40.720855, -73.844353)"
Bank of America N.A. GA1-006-15-40,189 West Merrick Road,Freeport,11520,Nassau,"189 West Merrick Road
Freeport, NY 11520
(40.652903, -73.587501)"
Bank of America N.A. GA1-006-15-40,96 7th Street,Garden City,11530,Nassau,"96 7th Street
Garden City, NY 11530
(40.7246, -73.637254)"
Bank of America N.A. GA1-006-15-40,2305 Millersport Highway,Getzville,14068,Erie,"2305 Millersport Highway
Getzville, NY 14068
(43.013637, -78.769469)"
